age,workclass,fnlgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
48,Private,332465,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,35,United_States,<=50K
61,Private,84587,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,Asian_Pac_Islander,Male,0,0,40,United_States,>50K
48,Local_gov,115497,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,<=50K
30,Private,381153,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K
62,Private,109463,Some_college,10,Separated,Sales,Unmarried,White,Female,0,1617,33,United_States,<=50K
34,Private,191385,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,48,United_States,<=50K
54,Self_emp_inc,125417,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K
29,Private,114801,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,<=50K
46,Local_gov,297759,Some_college,10,Divorced,Tech_support,Not_in_family,White,Female,0,0,40,United_States,<=50K
40,Local_gov,26929,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K
41,Self_emp_not_inc,38876,Assoc_voc,11,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,60,United_States,<=50K
36,Private,175643,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,35,United_States,<=50K
48,Private,212954,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,>50K
42,State_gov,219682,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,45,United_States,<=50K
22,Private,310152,Some_college,10,Never_married,Transport_moving,Not_in_family,White,Male,0,0,40,United_States,<=50K
43,Federal_gov,347720,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Male,0,0,50,United_States,<=50K
39,Private,1455435,Assoc_acdm,12,Separated,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K
30,Private,327202,12th,8,Never_married,Craft_repair,Not_in_family,Black,Male,0,0,40,United_States,<=50K
50,Private,228238,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K
49,Local_gov,358668,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,>50K
38,Federal_gov,214542,Some_college,10,Divorced,Handlers_cleaners,Unmarried,Black,Female,0,0,40,United_States,<=50K
41,Private,32121,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K
50,Private,202044,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,0,0,45,United_States,<=50K
18,Private,32059,11th,7,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,<=50K
47,State_gov,187581,Assoc_voc,11,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,48,United_States,>50K
34,Private,179877,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K
54,Private,139703,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,3103,0,40,Germany,>50K
21,State_gov,181761,Some_college,10,Never_married,Tech_support,Own_child,White,Female,0,0,10,United_States,<=50K
25,Private,40915,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,>50K
28,Private,499001,HS_grad,9,Never_married,Craft_repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
75,Private,187424,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,20,United_States,<=50K
62,Private,162825,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K
45,Local_gov,168191,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,35,United_States,>50K
33,Private,157747,Assoc_acdm,12,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,<=50K
59,Self_emp_not_inc,80467,HS_grad,9,Divorced,Other_service,Own_child,White,Female,0,0,24,United_States,<=50K
54,Private,68684,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,44,United_States,<=50K
24,Private,196742,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,40,United_States,<=50K
34,Private,193285,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,<=50K
47,Private,355320,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,40,United_States,>50K
39,Federal_gov,65324,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,55,United_States,>50K
45,Private,238567,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,England,>50K
34,Private,122116,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,<=50K
33,Self_emp_not_inc,37939,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,35,United_States,<=50K
53,Private,192386,HS_grad,9,Separated,Transport_moving,Unmarried,White,Male,0,0,45,United_States,<=50K
22,Private,229987,Some_college,10,Never_married,Tech_support,Other_relative,Asian_Pac_Islander,Female,0,0,32,United_States,<=50K
24,Private,19410,HS_grad,9,Divorced,Sales,Unmarried,Amer_Indian_Eskimo,Female,0,0,48,United_States,<=50K
30,Private,202051,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,42,United_States,>50K
20,Private,291407,11th,7,Never_married,Handlers_cleaners,Own_child,Black,Male,0,0,40,United_States,<=50K
49,Private,110015,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,Greece,<=50K
23,Private,214542,Bachelors,13,Never_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,<=50K
52,Private,95704,9th,5,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,<=50K
33,Private,322873,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,0,0,50,United_States,<=50K
19,Private,194608,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,20,United_States,<=50K
21,Private,305446,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,<=50K
18,Private,265099,11th,7,Never_married,Other_service,Own_child,White,Female,0,0,16,United_States,<=50K
51,Private,175246,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,>50K
25,Self_emp_not_inc,368115,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,13550,0,35,United_States,>50K
19,State_gov,536725,Some_college,10,Never_married,Adm_clerical,Other_relative,White,Female,0,0,15,Japan,<=50K
30,Private,39054,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,<=50K
62,Private,224953,10th,6,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,<=50K
36,Private,437909,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
44,Private,203897,Bachelors,13,Married_spouse_absent,Adm_clerical,Not_in_family,White,Female,0,0,40,Cuba,<=50K
43,Private,151089,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,<=50K
70,Self_emp_inc,379819,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,10566,0,40,United_States,<=50K
20,Private,247794,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,0,0,84,United_States,<=50K
51,Private,189551,HS_grad,9,Divorced,Craft_repair,Own_child,Black,Male,0,0,40,United_States,<=50K
44,Private,191149,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,57,United_States,<=50K
39,Federal_gov,243872,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,>50K
51,Private,508891,HS_grad,9,Divorced,Machine_op_inspct,Own_child,Black,Male,0,0,40,United_States,<=50K
31,Private,143653,Assoc_voc,11,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,<=50K
35,Private,272476,Assoc_acdm,12,Married_civ_spouse,Other_service,Wife,White,Female,0,0,35,United_States,>50K
50,Private,125417,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Wife,Black,Female,0,0,40,United_States,>50K
33,Private,217235,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,20,United_States,<=50K
55,Private,49996,11th,7,Never_married,Machine_op_inspct,Not_in_family,Black,Female,0,0,40,United_States,<=50K
36,Private,123983,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,55,Japan,>50K
36,Federal_gov,106297,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
26,Private,89648,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,50,United_States,<=50K
43,Private,214781,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,5178,0,40,United_States,>50K
26,Private,107827,HS_grad,9,Never_married,Other_service,Unmarried,White,Male,0,0,25,United_States,<=50K
29,Self_emp_not_inc,160786,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,<=50K
29,Private,130856,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,<=50K
28,Private,195573,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,<=50K
28,Private,179512,HS_grad,9,Separated,Exec_managerial,Unmarried,White,Female,0,0,50,United_States,<=50K
46,Federal_gov,195023,Some_college,10,Separated,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,<=50K
49,Private,33673,12th,8,Never_married,Transport_moving,Not_in_family,Asian_Pac_Islander,Male,0,0,35,United_States,<=50K
19,Private,47577,Some_college,10,Never_married,Transport_moving,Not_in_family,White,Male,0,0,50,United_States,<=50K
30,Private,218551,Assoc_voc,11,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,>50K
34,Self_emp_inc,154120,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,0,0,60,United_States,>50K
55,Self_emp_inc,392325,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,99999,0,60,United_States,>50K
36,Private,199947,Some_college,10,Divorced,Machine_op_inspct,Own_child,White,Female,0,0,30,United_States,<=50K
27,Private,251905,Assoc_voc,11,Never_married,Exec_managerial,Own_child,White,Male,0,0,50,United_States,<=50K
43,Private,115932,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,0,60,United_States,>50K
53,Private,153052,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K
44,State_gov,244974,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,44,United_States,>50K
30,Private,432565,Assoc_voc,11,Married_civ_spouse,Tech_support,Other_relative,White,Female,0,0,40,Canada,>50K
32,Private,27207,10th,6,Never_married,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,<=50K
27,Private,137063,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,<=50K
37,Private,177895,Some_college,10,Married_civ_spouse,Tech_support,Wife,White,Female,5013,0,40,United_States,<=50K
40,Private,331651,Some_college,10,Separated,Other_service,Not_in_family,White,Female,0,0,40,United_States,<=50K
44,Private,112517,Masters,14,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,20,United_States,>50K
33,Private,133278,HS_grad,9,Never_married,Adm_clerical,Own_child,Black,Female,0,0,40,United_States,<=50K
30,Private,121142,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,0,40,United_States,>50K
26,Private,127202,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,<=50K
34,Self_emp_not_inc,312197,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,75,Mexico,>50K
38,Private,65390,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,<=50K
59,Private,515712,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
55,State_gov,153451,HS_grad,9,Married_civ_spouse,Tech_support,Wife,White,Female,0,1887,40,United_States,>50K
46,Local_gov,121124,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,15024,0,40,United_States,>50K
22,Private,218886,12th,8,Never_married,Handlers_cleaners,Own_child,Amer_Indian_Eskimo,Male,0,0,40,United_States,<=50K
45,Federal_gov,81487,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,Puerto_Rico,>50K
30,Private,74966,Assoc_voc,11,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,24,United_States,<=50K
20,State_gov,177787,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,20,United_States,<=50K
46,Self_emp_not_inc,102308,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,2415,40,United_States,>50K
38,Private,31053,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,<=50K
51,Private,144084,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Female,0,0,40,United_States,<=50K
25,Private,34402,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,0,1590,60,United_States,<=50K
20,State_gov,126822,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,0,0,15,United_States,<=50K
29,Private,228346,Assoc_voc,11,Never_married,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,<=50K
47,Local_gov,148995,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,60,United_States,>50K
59,Private,212783,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,0,0,38,United_States,<=50K
43,Private,122473,9th,5,Never_married,Machine_op_inspct,Unmarried,Black,Female,0,625,40,United_States,<=50K
29,Private,188675,Some_college,10,Married_civ_spouse,Craft_repair,Husband,Black,Male,0,0,40,Jamaica,>50K
23,Private,193090,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Female,0,0,30,United_States,<=50K
31,State_gov,26401,Masters,14,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,25,United_States,<=50K
44,Local_gov,58124,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Male,0,0,45,United_States,<=50K
22,Private,124940,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,Amer_Indian_Eskimo,Female,0,0,44,United_States,<=50K
40,Local_gov,183765,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,>50K
50,Private,22418,9th,5,Divorced,Transport_moving,Not_in_family,White,Male,0,0,50,United_States,<=50K
22,Private,139190,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,0,0,50,United_States,<=50K
30,Self_emp_not_inc,182089,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,85,United_States,<=50K
50,Federal_gov,183611,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,<=50K
64,Private,391121,7th_8th,4,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,United_States,>50K
60,Private,240951,HS_grad,9,Divorced,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,<=50K
34,Private,182691,HS_grad,9,Divorced,Exec_managerial,Own_child,White,Male,0,0,44,United_States,<=50K
30,Private,203488,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,0,0,50,United_States,<=50K
19,Private,405526,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,<=50K
22,Private,51362,Bachelors,13,Never_married,Sales,Not_in_family,White,Female,0,0,16,United_States,<=50K
34,Private,93169,Some_college,10,Divorced,Other_service,Unmarried,Black,Female,0,0,40,United_States,<=50K
39,State_gov,221059,Masters,14,Married_civ_spouse,Prof_specialty,Other_relative,Other,Female,7688,0,38,United_States,>50K
51,Self_emp_inc,46281,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,>50K
46,Private,149949,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
40,Private,55508,7th_8th,4,Divorced,Farming_fishing,Unmarried,White,Female,0,0,40,United_States,<=50K
31,Private,204052,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,<=50K
40,Private,346964,HS_grad,9,Divorced,Tech_support,Unmarried,White,Female,0,0,40,United_States,<=50K
19,Private,194905,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,12,United_States,<=50K
29,Local_gov,133327,Some_college,10,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,40,United_States,<=50K
64,Self_emp_inc,195366,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,<=50K
54,Local_gov,286342,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,32,United_States,>50K
32,Private,268147,Assoc_voc,11,Never_married,Tech_support,Unmarried,White,Female,0,0,60,United_States,<=50K
65,Local_gov,24824,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
53,Private,346871,HS_grad,9,Divorced,Prof_specialty,Not_in_family,White,Male,4787,0,46,United_States,>50K
30,Private,102821,Some_college,10,Married_civ_spouse,Craft_repair,Not_in_family,White,Male,0,0,40,Mexico,<=50K
62,State_gov,33142,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,>50K
37,Private,234807,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,0,0,37,United_States,<=50K
28,Private,113870,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,<=50K
62,State_gov,159699,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,38,United_States,<=50K
34,Self_emp_not_inc,114691,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,>50K
20,Private,244406,HS_grad,9,Never_married,Adm_clerical,Own_child,Black,Female,0,0,40,United_States,<=50K
23,Private,409230,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,0,25,United_States,<=50K
43,Federal_gov,262233,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,>50K
33,Private,75167,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,55,United_States,<=50K
56,Self_emp_inc,119891,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1672,40,United_States,<=50K
51,Private,338620,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,60,United_States,>50K
25,Local_gov,197728,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,20,United_States,<=50K
50,Local_gov,231725,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,<=50K
55,Private,116878,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,30,United_States,>50K
18,Private,184277,HS_grad,9,Never_married,Sales,Own_child,White,Female,0,0,25,United_States,<=50K
59,Private,126668,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,5178,0,50,United_States,>50K
41,Local_gov,158688,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,50,United_States,<=50K
30,Private,174215,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,15,United_States,<=50K
43,Self_emp_inc,150533,Assoc_voc,11,Married_civ_spouse,Exec_managerial,Other_relative,White,Male,0,0,50,United_States,>50K
39,Private,181705,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,<=50K
54,Federal_gov,128378,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,<=50K
64,Private,298301,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,<=50K
44,Private,421449,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,<=50K
34,Private,175413,Assoc_acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,United_States,<=50K
51,Private,313146,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
35,Private,379959,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,0,0,40,United_States,<=50K
32,Private,200246,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
37,Private,112554,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,<=50K
21,Private,165107,Some_college,10,Never_married,Priv_house_serv,Own_child,White,Female,0,0,40,United_States,<=50K
22,Private,227626,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,0,0,40,United_States,<=50K
61,Private,539563,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,>50K
36,Self_emp_not_inc,219611,Bachelors,13,Never_married,Sales,Not_in_family,Black,Female,2174,0,50,United_States,<=50K
39,Private,129573,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,>50K
36,Private,226013,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,5178,0,40,United_States,>50K
35,Private,475324,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,<=50K
43,State_gov,24763,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,1887,45,United_States,>50K
17,Private,53367,9th,5,Never_married,Other_service,Own_child,White,Female,0,0,35,United_States,<=50K
56,Self_emp_inc,208809,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,1902,40,United_States,>50K
28,Private,264498,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K
28,Private,119287,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,White,Female,15024,0,28,United_States,>50K
25,Private,191921,Some_college,10,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,<=50K
57,Self_emp_inc,244605,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,>50K
21,Private,175800,HS_grad,9,Never_married,Prof_specialty,Unmarried,White,Female,0,0,55,United_States,<=50K
59,Private,453067,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,36,United_States,>50K
45,Private,77085,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,Asian_Pac_Islander,Male,0,0,40,Japan,>50K
38,Private,125550,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,35,United_States,<=50K
40,Private,144995,Assoc_voc,11,Married_civ_spouse,Tech_support,Husband,White,Male,4386,0,40,United_States,<=50K
44,Private,192225,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
21,State_gov,196827,Assoc_acdm,12,Never_married,Tech_support,Own_child,White,Male,0,0,10,United_States,<=50K
36,Private,248445,HS_grad,9,Separated,Transport_moving,Other_relative,White,Male,0,0,60,Mexico,<=50K
29,Private,176037,Assoc_voc,11,Divorced,Tech_support,Not_in_family,Black,Male,14344,0,40,United_States,>50K
38,Self_emp_not_inc,30916,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,0,60,United_States,<=50K
42,Private,119679,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,1579,42,United_States,<=50K
41,Private,29762,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,52,United_States,>50K
54,Self_emp_not_inc,154785,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,<=50K
42,Private,139012,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,40,Taiwan,>50K
50,Private,128814,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,25,United_States,<=50K
39,Private,203070,Assoc_voc,11,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,49,United_States,<=50K
28,Self_emp_not_inc,107236,12th,8,Married_civ_spouse,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K
19,Private,35865,Some_college,10,Never_married,Handlers_cleaners,Not_in_family,White,Female,0,0,35,United_States,<=50K
43,Self_emp_not_inc,144928,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,60,United_States,<=50K
32,Private,182323,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
35,Private,92028,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K
24,Private,198148,Some_college,10,Never_married,Other_service,Own_child,White,Male,0,0,30,United_States,<=50K
19,Private,124486,12th,8,Never_married,Other_service,Own_child,White,Male,0,1602,20,United_States,<=50K
31,Private,188246,Assoc_acdm,12,Divorced,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,>50K
22,Federal_gov,65547,Some_college,10,Never_married,Exec_managerial,Not_in_family,Black,Male,0,0,40,United_States,<=50K
59,Local_gov,62020,HS_grad,9,Widowed,Craft_repair,Not_in_family,Black,Male,0,0,40,United_States,<=50K
39,Private,114844,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,1876,50,United_States,<=50K
37,Private,186009,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,1672,60,United_States,<=50K
27,Federal_gov,257124,Bachelors,13,Never_married,Transport_moving,Other_relative,White,Male,0,0,35,United_States,<=50K
63,Private,176696,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K
42,Private,147099,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,30,United_States,<=50K
26,Private,158846,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,45,United_States,<=50K
32,Private,164197,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,44,United_States,>50K
40,Private,198692,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,5178,0,60,United_States,>50K
34,Private,82623,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,20,United_States,<=50K
42,Private,226902,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,45,United_States,>50K
33,Local_gov,342458,Assoc_acdm,12,Divorced,Protective_serv,Not_in_family,White,Male,0,0,56,United_States,<=50K
25,Private,213385,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,<=50K
35,Self_emp_not_inc,153066,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,>50K
49,State_gov,155372,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K
43,Private,191765,HS_grad,9,Divorced,Tech_support,Unmarried,Black,Female,0,0,35,United_States,<=50K
43,Private,972354,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,0,48,United_States,<=50K
49,Private,209146,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,<=50K
32,Private,180284,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K
50,Private,144968,HS_grad,9,Never_married,Tech_support,Own_child,White,Male,0,0,15,United_States,<=50K
44,Private,147206,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,<=50K
59,Private,171015,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,0,0,34,United_States,<=50K
41,State_gov,73199,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,0,0,40,United_States,<=50K
44,Private,111067,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
